Monitoring Location ID,Activity Type,Activity Start Date,Activity Start Time,Activity Depth/Height Measure,Activity Depth/Height Unit,Activity Relative Depth Name,Characteristic Name,Result Value,Result Unit,Quantitation Limit,QC Reference Value,Result Measure Qualifier,Result Attribute,Sample Collection Method ID,Project ID,Local Record ID,Result Comment
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Salinity,0,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Salinity,0.1,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Salinity,0.09,PSU,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Oxidation reducation potential (ORP),138.9,mV,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Oxidation reducation potential (ORP),158.3,mV,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Oxidation reducation potential (ORP),95.5,mV,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Oxidation reducation potential (ORP),167.9,mV,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Oxidation reducation potential (ORP),224.5,mV,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Turbidity,11.4,NTU,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Turbidity,6.8,NTU,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Turbidity,,NTU,,,Q,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Turbidity,3.3,NTU,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Turbidity,6.1,NTU,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Alkalinity,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Alkalinity,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Alkalinity,35,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Alkalinity,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Alkalinity,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Ammonia,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Ammonia,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Ammonia,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Ammonia,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Ammonia,,mg/l,,,Q,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Nitrate ,1.2,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Orthophosphate,0.11,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Orthophosphate,0.2,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Orthophosphate,0.26,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Orthophosphate,0.13,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Orthophosphate,0.29,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,6/18/2026,13:10,0.15,ft,Surface,Chloride,80,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,6/18/2026,13:19,0.15,ft,Surface,Chloride,70,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,6/18/2026,12:22,0.15,ft,Surface,Chloride,70,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,6/18/2026,12:39,0.15,ft,Surface,Chloride,60,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,6/18/2026,13:30,0.15,ft,Surface,Chloride,60,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Air Temp,30.8,deg C,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Air Temp,30.1,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Air Temp,26.3,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Air Temp,28.2,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Air Temp,26.9,deg C,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Water Temp,22.7,deg C,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Water Temp,20.8,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Water Temp,20.7,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Water Temp,24.1,deg C,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Water Temp,23.8,deg C,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,DO,8.63,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,DO,8.8,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,DO,8.77,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,DO,1.24,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,DO,5.28,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,DO saturation,94.17,%,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,DO saturation,96.7,%,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,DO saturation,98,%,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,DO saturation,116.6,%,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,DO saturation,61.8,%,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,pH,6.94,None,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,pH,7.02,None,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,pH,6.68,None,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,pH,6.95,None,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,pH,6.83,None,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Conductivity,257,mS/cm,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Conductivity,254,mS/cm,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Conductivity,284,mS/cm,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Conductivity,243,mS/cm,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Conductivity,233,mS/cm,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Salinity,0.14,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Salinity,0.11,PSU,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Oxidation reducation potential (ORP),58.3,mV,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Oxidation reducation potential (ORP),75.2,mV,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Oxidation reducation potential (ORP),80.5,mV,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Oxidation reducation potential (ORP),47.3,mV,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Oxidation reducation potential (ORP),90.9,mV,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Turbidity,9,NTU,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Turbidity,7,NTU,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Turbidity,8.4,NTU,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Turbidity,7.5,NTU,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Turbidity,1.1,NTU,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Alkalinity,33,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Alkalinity,42,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Alkalinity,35,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Alkalinity,37,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Alkalinity,34,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Ammonia,0.27,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Ammonia,0.33,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Ammonia,0.42,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Ammonia,0.22,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Ammonia,0.21,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Nitrate ,0.3,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Nitrate ,0.7,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Orthophosphate,0.27,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Orthophosphate,0.38,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Orthophosphate,0.36,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Orthophosphate,0.06,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Orthophosphate,0.24,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/13/2026,15:53,0.15,ft,Surface,Chloride,70,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB2,Sample-Routine,8/13/2026,13:00,0.15,ft,Surface,Chloride,80,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC1,Sample-Routine,8/13/2026,12:19,0.15,ft,Surface,Chloride,90,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC2,Sample-Routine,8/13/2026,12:25,0.15,ft,Surface,Chloride,90,mg/l,,,,,Grab-MassWateR,Freshwater,,
RMC3,Sample-Routine,8/13/2026,13:16,0.15,ft,Surface,Chloride,90,mg/l,,,,,Grab-MassWateR,Freshwater,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Air Temp,31.8,deg C,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Air Temp,31.2,deg C,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Air Temp,25.9,deg C,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Air Temp,30.4,deg C,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Air Temp,27.6,deg C,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Water Temp,20.7,deg C,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Water Temp,19.7,deg C,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Water Temp,20.1,deg C,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Water Temp,28,deg C,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Water Temp,25,deg C,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,DO,,mg/l,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,DO,62.5,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,DO,9.1,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,DO,13.67,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,DO,6.74,mg/l,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,DO saturation,,%,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,DO saturation,112.9,%,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,DO saturation,98,%,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,DO saturation,162.1,%,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,DO saturation,77.8,%,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,pH,,None,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,pH,7.19,None,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,pH,6.88,None,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,pH,7.1,None,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,pH,6.88,None,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Conductivity,,mS/cm,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Conductivity,259,mS/cm,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Conductivity,303,mS/cm,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Conductivity,241,mS/cm,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Conductivity,235,mS/cm,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Salinity,,PSU,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Salinity,0.12,PSU,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Salinity,0.14,PSU,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Salinity,0.11,PSU,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Salinity,0.11,PSU,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Oxidation reducation potential (ORP),,mV,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Oxidation reducation potential (ORP),62.5,mV,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Oxidation reducation potential (ORP),69.1,mV,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Oxidation reducation potential (ORP),44.2,mV,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Oxidation reducation potential (ORP),88.2,mV,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Turbidity,,NTU,,,Q,Dry,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Turbidity,14.9,NTU,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Turbidity,3.9,NTU,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Turbidity,7.8,NTU,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Turbidity,0.5,NTU,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Alkalinity,37,mg/l,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Alkalinity,37,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Alkalinity,38,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Alkalinity,36,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Alkalinity,34,mg/l,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Ammonia,0.15,mg/l,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Ammonia,0.2,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Ammonia,0.13,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Ammonia,0.03,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Ammonia,0.16,mg/l,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Nitrate ,1.8,mg/l,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Nitrate ,0.7,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Nitrate ,2.5,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Nitrate ,0,mg/l,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Orthophosphate,0.24,mg/l,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Orthophosphate,0.18,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Orthophosphate,0.21,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Orthophosphate,0,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Orthophosphate,0.23,mg/l,,,,,Grab-MassWateR,,,
PB1,Sample-Routine,8/27/2026,12:44,0.15,ft,Surface,Chloride,60,mg/l,,,,,Grab-MassWateR,,,
PB2,Sample-Routine,8/27/2026,12:54,0.15,ft,Surface,Chloride,50,mg/l,,,,,Grab-MassWateR,,,
RMC1,Sample-Routine,8/27/2026,12:09,0.15,ft,Surface,Chloride,90,mg/l,,,,,Grab-MassWateR,,,
RMC2,Sample-Routine,8/27/2026,12:24,0.15,ft,Surface,Chloride,90,mg/l,,,,,Grab-MassWateR,,,
RMC3,Sample-Routine,8/27/2026,13:07,0.15,ft,Surface,Chloride,60,mg/l,,,,,Grab-MassWateR,,,
